name,speciality,average_score,hospital_name,city,state
"Dr. Kent O'Brien, MD",Emergency Medicine,5,Blount Memorial Hospital,Maryville,TN
"Dr. Jeffrey Graham, MD",Family Medicine,3,The Family Health Center,Asheville,NC
"Dr. Mark Lenderman, MD",Family Medicine,4,The Family Health Center,Asheville,NC
"Dr. Anne Thompson, MD",Family Medicine,0,Takoma Regional Hospital,Greeneville,TN
"Dr. Wendy Coin, MD",Family Medicine,4,The Family Health Center,Asheville,NC
"Dr. Robert Steward, MD",Family Medicine,5,The Family Health Center,Asheville,NC
"Dr. Paul Midkiff, MD",Family Medicine,4,The Family Health Center,Asheville,NC
"Dr. Dan Hunter, DO",Emergency Medicine,0,Blount Memorial Hospital,Maryville,TN
"Dr. Jerry Price, MD",Family Medicine,3.5,Blount Memorial Hospital,Maryville,TN
"Dr. Richard Locicero, MD",Hematology,4,Longstreet Cancer Center,Gainesville,GA
"Dr. Kenneth Colburn, MD",Family Medicine,4,Oasis Medical Center,Livingston,TN
"Dr. David Saxon, MD",Emergency Medicine,0,Blount Memorial Hospital,Maryville,TN
"Dr. Suresh Ramamurthy, MD",Cardiology,4,Harbin Clinic,Cartersville,GA
"Dr. Samantha McLerran, MD",Family Medicine,3.5,The Livingston Clinic,Livingston,TN
"Dr. Anedi Eme-Akwari, MD",Internal Medicine,3.5,Harbin Clinic,Cartersville,GA
"Dr. Olaniyi Osofisan, MD",Cardiology,0,North West Georgia Cardiology Clinic,Acworth,GA
"Dr. Maxwell Prempeh, MD",Cardiology,5,Harbin Clinic,Cartersville,GA
"Dr. Ravinder Reddy, MD",Cardiology,3.5,Harbin Clinic,Cartersville,GA
"Dr. Anderson Rowland, MD",Family Medicine,5,The Glasser Clinic,Bowling Green,KY
"Dr. James Burt, MD",Family Medicine,4.5,Bowling Green Medical Clinic,Bowling Green,KY
"Dr. Douglas Johnson, MD",Family Medicine,4.5,Bowling Green Medical Clinic,Bowling Green,KY
"Dr. James Douglas, MD",Family Medicine,5,The Glasser Clinic,Bowling Green,KY
"Dr. Jack Glasser, MD",Family Medicine,5,The Glasser Clinic,Bowling Green,KY
"Dr. Sreedhar Samudrala, MD",Family Medicine,4,Walk-In Clinic,Brentwood,TN
"Dr. Philip Shrake, MD",Oncology,4.5,Radiotherapy Clinic,Lawrenceville,GA
"Dr. Mark Merlin, MD",Oncology,5,Radiotherapy Clinic,Decatur,GA
"Dr. Tracy McElveen, MD",Oncology,5,Radiotherapy Clinic,Snellville,GA
"Dr. John Gargus, MD",Radiation Oncology,0,Radiotherapy Clinic,Covington,GA
"Dr. Mark McDonald, MD",Radiation Oncology,5,Emory Clinic,Atlanta,GA
"Dr. Gary Stillwagon, MD",Radiation Oncology,5,Vantage Oncology Cancer Center,Lawrenceville,GA
"Dr. Richard Lauer, MD",Hematology,5,UNM Cancer Center,Albuquerque,NM
"Dr. Waleed Mourad, MD",Radiation Oncology,5,Augusta University Medical Center,Augusta,GA
"Dr. Ethan Tolbert, MD",Hematology,4.5,EMORY CLINIC,Atlanta,GA
"Dr. Thomas Phillips, MD",Radiation Oncology,5,Kaiser Permanente Glenlake Medical Center,Atlanta,GA
"Dr. Sahar Rosenbaum, MD",Oncology,4.5,Northside Hospital,Atlanta,GA
"Dr. Mylin Torres, MD",Radiation Oncology,3,Emory Clinic,Atlanta,GA
"Dr. Dahua Zhang, MD",Hematology,0,UNIVERSITY OF WISCONSIN HOSPITAL AND CLINIC,Madison,WI
"Dr. Ian Rabinowitz, MD",Hematology,4,University and M Cancer Center,Albuquerque,NM
"Dr. David Brodeur, MD",Hematology,2.5,Kaiser Permanente Cumberland,Atlanta,GA
"Dr. Joan Kramer, MD",Hematology,4,Emory Clinic,Atlanta,GA
"Dr. Jose Avitia, MD",Hematology,5,NEW MEXICO CANCER CENTER,Albuquerque,NM
"Dr. Meera Ravindranathan, MD",Oncology,4.5,University Of New Mexico Cancer Center,Albuquerque,NM
"Dr. Richard Giudice, MD",Hematology,5,NEW MEXICO CANCER CENTER,Albuquerque,NM
"Dr. Dean Kirkel, MD",Hematology,5,Kennestone Hospital,Marietta,GA
"Dr. Michael Andrews, MD",Hematology,4.5,Kennestone Hospital,Marietta,GA
"Dr. Barbara McAneny, MD",Hematology,2.5,NEW MEXICO CANCER CENTER,Albuquerque,NM
"Dr. Steven McCune, MD",Hematology,5,Kennestone Hospital,Marietta,GA
"Dr. John Saiki, MD",Oncology,0,University Of New Mexico Cancer Center,Albuquerque,NM
"Dr. Yehuda Patt, MD",Oncology,0,University Of New Mexico Cancer Center,Albuquerque,NM
"Dr. Marilyn Washburn, MD",Public Health & General Preventive Medicine,0,DeKalb Grady Health Center,Atlanta,GA
"Dr. Wendy Morrow, MD",Pediatrics,5,Pedia-Doc Childrens Med Ctr,Atlanta,GA
"Dr. Luke Beno, MD",Pediatrics,3.5,Kaiser Permanente Cascade Medical Center,Atlanta,GA
"Dr. Loreen Doyle-Littles, MD",Pediatrics,0,Kaiser Permanente Cascade Medical Center,Atlanta,GA
"Dr. Deane Mosher, MD",Hematology,0,UNIVERSITY OF WISCONSIN HOSPITAL AND CLINIC,Madison,WI
"Dr. Michael Adams, MD",Pediatrics,0,Kaiser Permanente Southwood Medical Center,Jonesboro,GA
"Dr. Sanaz Devlin, MD",Pediatrics,5,Children's Hospital,Norfolk,VA
"Dr. Glenda Morris-Robinson, MD",Pediatrics,0,Kaiser Permanente Cascade Medical Center,Atlanta,GA
"Dr. John Seward, MD",Pediatrics,5,Kaiser Permanente Southwood Medical,Jonesboro,GA
"Dr. Brandie Chan, MD",Pediatrics,4.5,Kaiser Permanente Southwood Medical Center,Jonesboro,GA
"Dr. Jacob Sofsky, MD",Medical Informatics,0,Piedmont Hospital,Atlanta,GA
"Dr. Mark Becknell, MD",Pediatrics,4.5,Kaiser Permanente Fayette Medical Office,Fayetteville,GA
"Dr. Amit Deokar, MD",Pediatrics,0,Whitefoord Inc Health Center,Atlanta,GA
"Dr. Malcolm Cole Jr, MD",Pediatrics,5,Childrens Clinic,Newnan,GA
"Dr. Jocelyn Collins, MD",Pediatrics,4.5,Kaiser Permanente Fayette Medical Office,Fayetteville,GA
"Dr. Jun-Ki Park, MD",Nephrology,5,Caritas Medical Center,Stockbridge,GA
"Dr. Eduardo Baetti, MD",Rheumatology,3,Kaiser Permanente Cumberland Medical Center,Atlanta,GA
"Dr. Barry Hull, MD",Psychiatry,4,A New Start Medical Center,Fayetteville,GA
"Dr. Annie Cooper, MD",Psychiatry,3.5,PIEDMONT PSYCHIATRIC CLINIC,Atlanta,GA
"Dr. Toby Goldsmith, MD",Psychiatry,4,Emory Clinic,Atlanta,GA
"Dr. Robert Cotes, MD",Psychiatry,5,GRADY MEMORIAL HOSPITAL,Atlanta,GA
"Dr. Tamara Weiss, MD",Psychiatry,3.5,The Emory Clinic,Atlanta,GA
"Dr. Nina Bass, MD",Child & Adolescent Psychiatry,2.5,Children's Clinic,Atlanta,GA
"Dr. Joshua Barzilay, MD",Pediatric Endocrinology,2.5,Kaiser Permanente Cumberland Medical Center,Atlanta,GA
"Dr. Tajuana Bayless Pearson, MD",Child & Adolescent Psychiatry,3.5,Kaiser Permanente Alpharetta Medical Center,Alpharetta,GA
"Dr. Karen Stewart, MD",Child & Adolescent Psychiatry,0,Kaiser Permanente Southwood Medical Center,Jonesboro,GA
"Dr. Rachel Puttnam, MD",Pediatric Endocrinology,4.5,Kaiser Gwinnett Medical Center,Duluth,GA
"Dr. Joseph Thompson Jr, MD",Child & Adolescent Psychiatry,0,Kaiser Permanente Southwood Medical Center,Jonesboro,GA
"Dr. Daniel Rendleman, MD",Child & Adolescent Psychiatry,3.5,Kaiser Permanente Crescent Centre Medical Center,Tucker,GA
"Dr. Keisha Brown, MD",Child & Adolescent Psychiatry,0,Macon Behavioral Health System,Macon,GA
"Dr. Marcus Griffith, MD",Child & Adolescent Psychiatry,2.5,Kaiser Permanente Stonecrest Medical Center,Lithonia,GA
"Dr. Harold McGuffey, MD",Psychiatry,5,Kaiser Permanente Hilo Clinic,Hilo,HI
"Dr. Dennis Lee, MD",Psychiatry,0,HILO MEDICAL CENTER,Hilo,HI
"Dr. Christopher Vaughn, MD",Orthopedic Surgery,5,Toccoa Clinic,Toccoa,GA
"Dr. Curtiss Wright, DO",Psychiatry,0,SOUTHEAST PSYCHIATRIC HOSPITAL,Athens,OH
"Dr. Carlton Cauthen, MD",Pulmonology,3.5,N Hospital,West Columbia,SC
"Dr. Mark McGee, MD",Psychiatry,0,SOUTHEAST PSYCHIATRIC HOSPITAL,Athens,OH
"Dr. Michael Marshall, MD",Pulmonology,3,N Hospital,West Columbia,SC
"Dr. Brent Powers, MD",Emergency Medicine,5,N Hospital,West Columbia,SC
"Dr. Joseph Campbell, MD",Emergency Medicine,2.5,Palmetto Baptist Hospital,Columbia,SC
"Dr. Wesley Shuler, MD",Emergency Medicine,1,Lexington Medical Center,Columbia,SC
"Dr. Pankhuree Vandana, MD",Child & Adolescent Psychiatry,0,NATIONWIDE CHILDRENS HOSPITAL,Columbus,OH
"Dr. Shawn Aylward, MD",Child & Adolescent Psychiatry,3,Nationwide Childrens Hospital,Columbus,OH
"Dr. Monica Islam, MD",Child & Adolescent Psychiatry,1,Nationwide Childrens Hospital,Columbus,OH
"Dr. Nadine Schwartz, MD",Child & Adolescent Psychiatry,3,Nationwide Children's Hospital,Columbus,OH
"Dr. Geoffrey Heyer, MD",Child & Adolescent Psychiatry,3.5,Nationwide Childrens Hospital,Columbus,OH
"Dr. Lacramioara Spetie, MD",Child & Adolescent Psychiatry,2,NATIONWIDE CHILDRENS HOSPITAL,Westerville,OH
"Dr. Adam Fox, MD",Child & Adolescent Psychiatry,4,Saribalas Clinic,Columbus,OH
"Dr. David Opsahl, MD",Child & Adolescent Psychiatry,4,Saribalas Clinic,Columbus,OH
"Dr. Mark Holub, MD",Child & Adolescent Psychiatry,5,Saribalas Clinic,Columbus,OH
"Dr. John Luehr, MD",Child & Adolescent Psychiatry,5,Associated Clinic,Apple Valley,MN
"Dr. Charles Hall IV, MD",Child & Adolescent Psychiatry,4,Tucker Psychiatric Clinic,North Chesterfield,VA
"Dr. John Glass, MD",Child & Adolescent Psychiatry,0,Saribalas Clinic,Columbus,OH
"Dr. William Davis, DO",Child & Adolescent Psychiatry,2,Saribalas Clinic,Columbus,OH
"Dr. Dale Richards, DO",Child & Adolescent Psychiatry,3.5,Central Ohio Mental Health Ctr,Worthington,OH
"Dr. Carrie Borchardt, MD",Child & Adolescent Psychiatry,5,Children's Hospital,Saint Paul,MN
"Dr. David Einzig, MD",Child & Adolescent Psychiatry,5,Children's Clinic,Saint Paul,MN
"Dr. Wei Guan, MD",Child & Adolescent Psychiatry,4,Park Nicollet St. Louis Park Clinic,Saint Louis Park,MN
"Dr. Elizabeth Reeve, MD",Child & Adolescent Psychiatry,2.5,Regions Hospital,Saint Paul,MN
"Dr. David Gould III, MD",Child & Adolescent Psychiatry,3,Tucker Psychiatric Clinic,North Chesterfield,VA
"Dr. Gail Bernstein, MD",Child & Adolescent Psychiatry,2,FAIRVIEW RIVERSIDE HOSPITAL,Minneapolis,MN
"Dr. Victoria Shampaine, MD",Child & Adolescent Psychiatry,0,Hennepin Cnty Med Ctr,Minneapolis,MN
"Dr. Steven Manning, MD",Child & Adolescent Psychiatry,0,University Of Minn Med Ctr,Minneapolis,MN
"Dr. George Realmuto, MD",Child & Adolescent Psychiatry,0,FAIRVIEW RIVERSIDE HOSPITAL,Minneapolis,MN
"Dr. Jonathan Jensen, MD",Child & Adolescent Psychiatry,1.5,FAIRVIEW RIVERSIDE HOSPITAL,Minneapolis,MN
"Dr. Nancy Buckner, MD",Child & Adolescent Psychiatry,5,Barrow Neurological Institute at Phoenix Children's Hospital,Phoenix,AZ
"Dr. Jongsok Pak, MD",Psychiatry,3.5,Park Nicollet St. Louis Park Clinic,Saint Louis Park,MN
"Dr. Kimberly Fitch, MD",Psychiatry,4.5,Park Nicollet St. Louis Park Clinic,Saint Louis Park,MN
"Dr. Joanna Kowalik, MD",Child & Adolescent Psychiatry,0,Barrow Neurological Institute at Phoenix Children's Hospital,Phoenix,AZ
"Dr. Brenda Dunlap, MD",Psychiatry,5,Park Nicollet Clinic,Saint Louis Park,MN
"Dr. Rajiv Aggarwal, MD",Neurology,3,Minneapolis Clinic,Burnsville,MN
"Dr. Randall Ricardi, DO",Child & Adolescent Psychiatry,5,Barrow Neurological Institute at Phoenix Children's Hospital,Phoenix,AZ
"Dr. Barry Rittberg, MD",Psychiatry,5,University Of Minn Med Ctr,Minneapolis,MN
"Dr. Rupert Exconde, MD",Neurology,5,Noran Neurological Clinic,Minneapolis,MN
"Dr. Bruce Idelkope, MD",Neurology,5,Minneapolis Clinic,Edina,MN
"Dr. Gerald Morley, MD",Neurology,5,Noran Neurological Clinic,Minneapolis,MN
"Dr. Felix Zwiebel, MD",Neurology,3.5,Minneapolis Clinic,Edina,MN
"Dr. Sotirios Parashos, MD",Neurology,4,Minneapolis Clinic,Edina,MN
"Dr. Thomas Schriefer, MD",Neurology,3.5,Noran Neurological Clinic,Minneapolis,MN
"Dr. Steven Noran, MD",Neurology,2.5,Noran Neurological Clinic,Minneapolis,MN
"Dr. Yelena Usmanova, MD",Neurology,4,Minneapolis Clinic,Edina,MN
"Dr. Michael Sethna, MD",Neurology,4.5,Noran Neurological Clinic,Minneapolis,MN
"Dr. Steven Janousek, MD",Neurology,5,Noran Neurological Clinic,Minneapolis,MN
"Dr. Robert Jacoby, MD",Neurology,4,Noran Neurological Clinic,Minneapolis,MN
"Dr. John Worley, DO",Neurology,2.5,Park Nicollet Clinic,Minneapolis,MN
"Dr. Ron Wright, MD",Psychiatry,5,Banner University Med Ctr,Tucson,AZ
"Dr. Linda Mullen, MD",Psychiatry,2,Flagstaff Med Ctr,Flagstaff,AZ
"Dr. Johnny Henderson, MD",Psychiatry,0,Flagstaff Med Ctr,Flagstaff,AZ
"Dr. Molly Szerlip, MD",Cardiology,5,UNIVERSITY MEDICAL CENTER,Tucson,AZ
"Dr. Joseph Yaroch, MD",Psychiatry,4,Ben Archer Health Center,Las Cruces,NM
"Dr. Ramy Doss, MD",Cardiology,4.5,HEART CLINIC,Scottsdale,AZ
"Dr. Drory Tendler, MD",Clinical Cardiac Electrophysiology,4,Southwest EP Clinic,Gilbert,AZ
"Dr. Jaime Alkon, MD",Pediatric Cardiothoracic Surgery,4.5,Joe DiMaggio Children's Hospital,Hollywood,FL
"Dr. Ziad Elghoul, MD",Interventional Cardiology,4.5,Cedars Heart Clinic,Chandler,AZ
"Dr. Frank Scholl, MD",Pediatric Cardiothoracic Surgery,5,Joe DiMaggio Children's Hospital,Hollywood,FL
"Dr. Steve Bibevski, MD",Pediatric Cardiothoracic Surgery,5,Joe DiMaggio Children's Hospital,Hollywood,FL
"Dr. Larry Latson, MD",Pediatric Cardiothoracic Surgery,5,Joe DiMaggio Children's Hospital,Hollywood,FL
"Dr. Maryanne Chrisant, MD",Pediatric Cardiothoracic Surgery,5,Joe DiMaggio Children's Hospital,Hollywood,FL
"Dr. Immanuel Turner IV, MD",Pediatric Cardiothoracic Surgery,5,Joe DiMaggio Children's Hospital,Hollywood,FL
"Dr. Frank Scholl, MD",Pediatric Cardiothoracic Surgery,5,Joe DiMaggio Children's Hospital,Hollywood,FL
"Dr. Steve Bibevski, MD",Pediatric Cardiothoracic Surgery,5,Joe DiMaggio Children's Hospital,Hollywood,FL
"Dr. Immanuel Turner IV, MD",Pediatric Cardiothoracic Surgery,5,Joe DiMaggio Children's Hospital,Hollywood,FL
"Dr. Larry Latson, MD",Pediatric Cardiothoracic Surgery,5,Joe DiMaggio Children's Hospital,Hollywood,FL
"Dr. Maryanne Chrisant, MD",Pediatric Cardiothoracic Surgery,5,Joe DiMaggio Children's Hospital,Hollywood,FL
"Dr. Jahandar Saleh, MD",Cardiology,4.5,West Hills Hospital,Northridge,CA
"Dr. Stephen Thomson, MD","Endocrinology, Diabetes & Metabolism",1.5,University Arizona Medical Center,Tucson,AZ
"Dr. Mehrdad Ariani, MD",Cardiology,4.5,West Hills Hospital,Northridge,CA
"Dr. Sasha Taleban, MD",Gastroenterology,4,RHODE ISLAND HOSPITAL,Providence,RI
"Dr. Valerie Gilreath III, DO","Endocrinology, Diabetes & Metabolism",4,Arrowhead Health Center,Glendale,AZ
"Dr. Jahandar Saleh, MD",Cardiology,4.5,West Hills Hospital,Northridge,CA
"Dr. Christina Reuss, MD",Cardiology,4,Atria Heart Clinic,Scottsdale,AZ
"Dr. Maulik Shah, MD",Cardiology,4.5,Atria Heart Clinic,Scottsdale,AZ
"Dr. Piyush Tiwari, MD",Gastroenterology,3.5,KAISER MEDICAL CENTER,Roseville,CA
"Dr. Thomas Boyer, MD",Gastroenterology,4.5,Bannner Univ Medical Center,Tucson,AZ
"Dr. Alexander Low, MD",Gastroenterology,4.5,Gastroenterology Medical Clinic,Folsom,CA
"Dr. Robert Pecha, MD",Gastroenterology,3.5,Gastroenterology Medical Clinic,Folsom,CA
"Dr. Mark Redor, MD",Gastroenterology,2.5,Gastroenterology Medical Clinic,Folsom,CA
"Dr. Nazir Rahim, MD",Gastroenterology,3.5,Gastroenterology Medical Clinic,Folsom,CA
"Dr. Kanat Ransibrahmanakul, MD",Gastroenterology,4,Gastroenterology Medical Clinic,Folsom,CA
"Dr. Drew Ingram, MD",Gastroenterology,5,Gastroenterology Medical Clinic,Folsom,CA
"Dr. Parminder Singh, MD",Oncology,5,University Arizona Cancer Center,Tucson,AZ
"Dr. Javier Munoz, MD",Experimental Hematology,5,Banner MD Anderson Cancer Center,Gilbert,AZ
"Dr. Soham Puvvada, MD",Hematology,5,University Of Arizona Cancer Center,Tucson,AZ
"Dr. John Leander Po, MD",Infectious Disease Medicine,4,UNIVERSITY OF ARIZONA MEDICAL CENTER,Tucson,AZ
"Dr. Tomislav Dragovich, MD",Hematology,5,Banner MD Anderson Cancer Center,Gilbert,AZ
"Dr. Tirdad Zangeneh, DO",Infectious Disease Medicine,3.5,UNIVERSITY MEDICAL CENTER,Tucson,AZ
"Dr. Bryan Wong, MD",Hematology,3.5,Banner MD Anderson Cancer Center,Gilbert,AZ
"Dr. Brendan Curley, DO",Oncology,5,Virginia G. Piper Cancer Center,Scottsdale,AZ
"Dr. Mahesh Seetharam, MD",Hematology & Oncology,4.5,Mayo Clinic,Phoenix,AZ
"Dr. Andrew Buresh, MD",Hematology,4.5,Virginia G. Piper Cancer Center,Scottsdale,AZ
"Dr. Janet Campion, MD",Geriatric Medicine,0,Banner University Medical Center,Tucson,AZ
"Dr. Steven Rough, MD",Cardiology,5,UNIVERSITY MEDICAL CENTER,Tucson,AZ
"Dr. Dena Petersen, MD",Family Medicine,4.5,W Hospital,Tucson,AZ
"Dr. Juan Guzman, MD",Internal Medicine,4.5,Univ Medical Ctr,Green Valley,AZ
"Dr. Tamsen Bassford, MD",Other,0,UNIVERSITY MEDICAL CENTER,Tucson,AZ
"Dr. Dale Woolridge, MD",Other,0,UNIVERSITY OF ARIZONA MEDICAL CENTER,Tucson,AZ
"Dr. Kenneth Iserson, MD",Emergency Medicine,0,UNIVERSITY MEDICAL CENTER,Tucson,AZ
"Dr. John Pifer, MD",Internal Medicine,4.5,Oro Valley Hospital,Oro Valley,AZ
"Dr. Samuel Keim, MD",Emergency Medicine,0,University Medical Center,Tucson,AZ
"Dr. Fred Angermeier, MD",Emergency Medicine,5,UNIVERSITY MEDICAL CENTER,Tucson,AZ
"Dr. Cameron Newell, MD",Emergency Medicine,0,UNIVERSITY MEDICAL CENTER,Tucson,AZ
"Dr. Bruce Ogg, MD",Emergency Medicine,0,Tucson Med Ctr,Tucson,AZ
"Dr. Katherine Hiller, MD",Emergency Medicine,1,Bannner Univ Medical Center,Tucson,AZ
"Dr. Jeanne Attrep, MD",Rheumatology,5,Carl T Hayden VA Medical Center,Phoenix,AZ
"Dr. Girish Mehta, MD",Pulmonology,4.5,Sunrise Medical Center,Peoria,AZ
"Dr. Sheetal Chhaya, DO",Rheumatology,4,Medical Subspecialties Clinic,Phoenix,AZ
"Dr. Lisa Sumner, MD",Rheumatology,5,Phoenix Indian Medical Clinic,Phoenix,AZ
"Dr. Adam Bosak, MD",Pulmonology,5,Sunrise Medical Center,Glendale,AZ
"Dr. Gerald Schwartzberg, MD",Pulmonology,4.5,North Phoenix Medical Clinic,Phoenix,AZ
"Dr. David Drachler, MD",Pulmonology,4.5,North Phoenix Medical Clinic,Phoenix,AZ
"Dr. Jagdish Patel, MD",Gastroenterology,5,Digestive Health Clinic,Peoria,AZ
"Dr. Jyotsna Ravi, MD",Gastroenterology,4.5,Digestive Health Clinic,Peoria,AZ
"Dr. Seth Oesch, MD",Family Medicine,4,North Scottsdale Family Med Ctr,Scottsdale,AZ
"Dr. Evan Lederman, MD",Orthopedic Surgery,4.5,The Orthopedic Clinic,Glendale,AZ
"Dr. Earl Feng, MD",Orthopedic Surgery,4.5,The Orthopedic Clinic,Glendale,AZ
"Dr. Sherwood Duhon, MD",Orthopedic Surgery,4.5,The Orthopedic Clinic,Glendale,AZ
"Dr. Peter Cummings, MD",Orthopedic Surgery,5,The Orthopedic Clinic,Glendale,AZ
"Dr. Richard Emerson, DO",Orthopedic Surgery,5,The Orthopedic Clinic,Glendale,AZ
"Dr. Gerald Yacobucci, MD",Orthopedic Surgery,4.5,The Orthopedic Clinic,Glendale,AZ
"Dr. Grant Padley, MD",Orthopedic Surgery,5,The Orthopedic Clinic,Glendale,AZ
"Dr. Jon Zoltan, MD",Non-Surgical Orthopedics,4.5,The Orthopedic Clinic,Glendale,AZ
"Dr. Joseph Sheppard, MD",Orthopedic Surgery,4,Univ Arizona Med Ctr,Tucson,AZ
"Dr. Daniel Mullen, MD",Orthopedic Surgery,4.5,Mullen Orthopedic Clinic,Mesa,AZ
"Dr. Kostas Economopoulos, MD",Orthopedic Hip Surgery,5,The Orthopedic Clinic,Tempe,AZ
"Dr. Gustavo Armendariz Jr, MD",Orthopedic Surgery,4.5,The Orthopedic Clinic,Phoenix,AZ
"Dr. Thomas Carter, MD",Orthopedic Surgery,4.5,The Orthopedic Clinic,Phoenix,AZ
"Dr. Roman Lewicky, MD",Sports Medicine,5,Flagstaff Medical Center,Flagstaff,AZ
"Dr. William Stevens, MD",Orthopedic Surgery,3.5,The Orthopedic Clinic,Phoenix,AZ
"Dr. Joseph Abdo, MD",General Surgery,3.5,Advance Surgery Clinic,Mesa,AZ
"Dr. Raman Mahabir, MD",Plastic & Reconstructive Surgery,5,Mayo Clinic,Phoenix,AZ
"Dr. Peter Weisskopf, MD",Neurotology,3.5,Mayo Clinic,Phoenix,AZ
"Dr. Josh Vella, MD",Orthopedic Hand Surgery,4.5,Orthopedic Clinic,Phoenix,AZ
"Dr. Joseph Haber, MD",Orthopedic Hand Surgery,4.5,The Orthopedic Clinic,Phoenix,AZ
"Dr. Kraig Burgess, DO",Orthopedic Hand Surgery,4.5,The Orthopedic Clinic,Glendale,AZ
"Dr. Steen Johnsen, MD",Orthopedic Foot & Ankle Surgery,4.5,The Orthopedic Clinic,Glendale,AZ
"Dr. James Doris, MD",Family Medicine,4.5,Sunny View Medical Center,Phoenix,AZ
"Dr. James Corcoran IV, DO",Family Medicine,4.5,Sunny View Medical Center,Phoenix,AZ
"Dr. Shannon Valenzuela, MD",Pulmonology,5,Sunrise Medical Center,Peoria,AZ
"Dr. Todd Hrabak, DO",Allergy & Immunology,4.5,Sunrise Medical Center,Glendale,AZ
"Dr. Amer Al-Khoudari, MD",Rheumatology,5,Arizona Arthritis Clinic,Chandler,AZ
"Dr. Arvind Mahadevan, MD",Family Medicine,5,Trident Health Center,Peoria,AZ
"Dr. James Canavan, MD",Interventional Pain Medicine,3,Arrowhead Health Center,Glendale,AZ
"Dr. Deepesh Shah, MD",Interventional Pain Medicine,4,Arrowhead Health Center,Glendale,AZ
"Dr. Klee Bethel, MD",Anesthesiology,4.5,The Beth-El Clinic,Tempe,AZ
"Dr. Lee Weiss, MD",Anesthesiology,4.5,Banner Desert Medical Center,Mesa,AZ
"Dr. Joseph Blazuk, MD",Physical Medicine & Rehabilitation,5,The Orthopedic Clinic,Tempe,AZ
"Dr. Christopher Huston, MD",Pain Medicine,4.5,The Orthopedic Clinic,Phoenix,AZ
"Dr. Santosh Davies, MD",Emergency Medicine,0,KAISER PERMANENTE EMERGENCY ROOM,Santa Clara,CA
"Dr. Jason Bryant, MD",Emergency Medicine,1,Kaiser Permanente Medical Group,Santa Clara,CA
"Dr. Claudia Morris, MD",Pediatric Emergency Medicine,0,Children's Hospital Oakland Infirmary,Oakland,CA
"Dr. Nancy Wang, MD",Pediatric Emergency Medicine,0,Stanford Hospital,Stanford,CA
"Dr. Bernard Dannenberg, MD",Pediatric Emergency Medicine,0,Stanford Hospital,Stanford,CA
"Dr. Daniel Imler, MD",Pediatric Emergency Medicine,0,Stanford Hospital,Stanford,CA
"Dr. Karim Mansour, MD",Pediatric Emergency Medicine,0,Children's Hospital,Oakland,CA
"Dr. Daniel Delgado, MD",Emergency Medicine,5,SAINT AGNES MEDICAL CENTER,Fresno,CA
"Dr. Gorav Bohil, MD",Emergency Medicine,4.5,ALLEN BETHANY MEDICAL CENTER,Allen,TX
"Dr. Sangeeta Chona, MD",Pediatric Emergency Medicine,0,Stanford Hospital,Stanford,CA
"Dr. Hanan Sedik, MD",Pediatric Emergency Medicine,0,Childrens Hospital,Los Angeles,CA
"Dr. Vincent Wang, MD",Pediatric Emergency Medicine,0,Childrens Hospital,Los Angeles,CA
"Dr. Alan Nager, MD",Pediatric Emergency Medicine,0,Childrens Hospital,Los Angeles,CA
"Dr. Calvin Lowe, MD",Pediatric Emergency Medicine,0,Childrens Hospital,Los Angeles,CA
"Dr. Craig McElderry, MD",Pediatric Emergency Medicine,0,Childrens Hospital,Los Angeles,CA
"Dr. Karen Kwan, MD",Pediatrics,0,Childrens Hospital,Los Angeles,CA
"Dr. Todd Chang, MD",Pediatric Emergency Medicine,0,Children's Hospital,Los Angeles,CA
